listing_id;2018;2019
13188;23.0;68.0
13358;79.0;48.0
16254;3.0;2.0
17765;44.0;23.0
18270;1.0;1.0
18589;58.0;65.0
18795;15.0;21.0
20085;1.0;2.0
24273;5.0;6.0
33150;4.0;8.0
35304;51.0;51.0
77157;115.0;82.0
98830;48.0;28.0
134688;1.0;1.0
140698;18.0;17.0
172827;3.0;4.0
182451;12.0;1.0
196722;2.0;3.0
254657;22.0;13.0
256178;2.0;2.0
311354;2.0;3.0
322824;5.0;5.0
359942;5.0;3.0
377706;23.0;3.0
415700;41.0;37.0
436032;18.0;15.0
461370;2.0;4.0
461386;5.0;4.0
475296;27.0;43.0
496298;5.0;3.0
498112;4.0;5.0
540348;8.0;7.0
557357;3.0;1.0
622217;5.0;29.0
625396;7.0;32.0
654744;5.0;6.0
654763;1.0;1.0
703179;12.0;63.0
713271;3.0;1.0
731219;2.0;1.0
735468;32.0;61.0
755558;17.0;28.0
785297;8.0;8.0
875309;4.0;1.0
885600;28.0;37.0
1012385;71.0;50.0
1015935;56.0;3.0
1032892;22.0;18.0
1103566;49.0;46.0
1109821;1.0;2.0
1113551;5.0;6.0
1118858;14.0;23.0
1141457;48.0;25.0
1178149;13.0;20.0
1187929;25.0;25.0
1191143;3.0;1.0
1214617;24.0;28.0
1273760;58.0;81.0
1316477;2.0;1.0
1343411;7.0;19.0
1343519;14.0;17.0
1365609;21.0;24.0
1378220;18.0;18.0
1507975;55.0;40.0
1525113;2.0;1.0
1604919;44.0;37.0
1610084;28.0;15.0
1623556;41.0;38.0
1717967;50.0;36.0
1768817;3.0;3.0
1830733;39.0;29.0
1850984;1.0;2.0
1995592;31.0;47.0
2011559;10.0;5.0
2033597;31.0;11.0
2041582;58.0;62.0
2042431;3.0;3.0
2056676;7.0;2.0
2092610;5.0;4.0
2163742;19.0;12.0
2183209;13.0;33.0
2216062;6.0;5.0
2365994;11.0;5.0
2468591;1.0;1.0
2532975;1.0;7.0
2592307;124.0;98.0
2653578;88.0;60.0
2675179;14.0;12.0
2709965;21.0;29.0
2730555;31.0;22.0
2764812;23.0;32.0
2812038;33.0;40.0
2847310;67.0;51.0
2944104;8.0;5.0
2958786;65.0;77.0
2985232;2.0;3.0
3130486;14.0;41.0
3138351;8.0;9.0
3168686;7.0;6.0
3177610;3.0;2.0
3215295;2.0;1.0
3241017;19.0;15.0
3331054;11.0;18.0
3448674;32.0;26.0
3458717;6.0;11.0
3479638;2.0;2.0
3534949;13.0;17.0
3577737;22.0;30.0
3629071;89.0;89.0
3638973;2.0;2.0
3678989;27.0;44.0
3679016;25.0;23.0
3803319;8.0;12.0
3812348;126.0;136.0
3857478;40.0;27.0
3859085;57.0;55.0
3971726;9.0;5.0
4054111;32.0;42.0
4075378;2.0;4.0
4104870;20.0;10.0
4137579;7.0;11.0
4145030;6.0;5.0
4225233;6.0;2.0
4244379;70.0;54.0
4312171;4.0;4.0
4348412;58.0;84.0
4351464;39.0;65.0
4377155;19.0;17.0
4395511;41.0;38.0
4418911;5.0;3.0
4447077;3.0;26.0
4493377;10.0;6.0
4568364;32.0;33.0
4624838;21.0;42.0
4679955;14.0;2.0
4747128;28.0;25.0
4787924;14.0;18.0
4849995;3.0;4.0
4856515;3.0;3.0
4888430;66.0;67.0
4942126;20.0;26.0
4995055;2.0;3.0
5005722;14.0;8.0
5154272;2.0;1.0
5278749;21.0;17.0
5347437;88.0;85.0
5391067;13.0;8.0
5423637;16.0;3.0
5439203;22.0;7.0
5459210;6.0;1.0
5471844;143.0;111.0
5480529;16.0;14.0
5571829;1.0;6.0
5602997;37.0;36.0
5631903;28.0;41.0
5642121;78.0;64.0
5795871;2.0;2.0
5814747;75.0;44.0
5881530;76.0;48.0
6032973;6.0;11.0
6045404;3.0;3.0
6134895;44.0;45.0
6226872;16.0;9.0
6315732;9.0;20.0
6324453;12.0;9.0
6347338;23.0;3.0
6416204;45.0;34.0
6421331;2.0;1.0
6425616;67.0;73.0
6494884;10.0;8.0
6585636;5.0;8.0
6645469;62.0;40.0
6660457;57.0;6.0
6732143;37.0;58.0
6808688;60.0;6.0
6812180;57.0;50.0
6863617;22.0;29.0
6867548;18.0;22.0
6871805;46.0;40.0
6975013;5.0;16.0
6977279;2.0;3.0
6993905;49.0;60.0
7022315;6.0;1.0
7054627;10.0;4.0
7109101;17.0;9.0
7112627;3.0;1.0
7163201;38.0;41.0
7183413;43.0;44.0
7248669;21.0;9.0
7365327;12.0;1.0
7432239;5.0;1.0
7481879;16.0;12.0
7494656;21.0;20.0
7548858;29.0;35.0
7635114;16.0;16.0
7639521;127.0;88.0
7674840;4.0;3.0
7679929;35.0;20.0
7701543;41.0;23.0
7741348;73.0;82.0
7788230;2.0;2.0
7804061;33.0;55.0
7838721;17.0;34.0
7858563;3.0;5.0
7858932;7.0;3.0
7860202;2.0;1.0
7860338;3.0;1.0
7917938;1.0;2.0
7936342;6.0;3.0
7989551;5.0;3.0
7997635;31.0;30.0
8014842;25.0;26.0
8210512;2.0;2.0
8252104;48.0;54.0
8356680;68.0;64.0
8371276;21.0;20.0
8434517;39.0;2.0
8541289;5.0;17.0
8558636;7.0;3.0
8648704;55.0;71.0
8721425;30.0;40.0
8743634;44.0;34.0
8802669;22.0;35.0
8941830;40.0;2.0
9046022;4.0;6.0
9315705;3.0;3.0
9533778;16.0;10.0
9636681;3.0;2.0
9901027;10.0;39.0
10154874;10.0;1.0
10523480;47.0;54.0
10541223;51.0;37.0
10598712;16.0;7.0
10811008;8.0;11.0
10924322;13.0;16.0
10992078;40.0;45.0
11207279;4.0;3.0
11242550;11.0;4.0
11261229;23.0;21.0
11361362;3.0;5.0
11372212;8.0;3.0
11393844;48.0;41.0
11401593;37.0;33.0
11548616;35.0;14.0
11550687;2.0;1.0
11588321;6.0;2.0
11638140;25.0;17.0
11677580;24.0;9.0
11851708;45.0;55.0
11906047;38.0;30.0
11922799;6.0;26.0
11950920;35.0;44.0
12052091;1.0;1.0
12083773;10.0;5.0
12157772;27.0;21.0
12209150;6.0;3.0
12210228;4.0;3.0
12213507;4.0;3.0
12304783;8.0;63.0
12309772;11.0;29.0
12336968;17.0;12.0
12345888;12.0;18.0
12391067;7.0;3.0
12423800;15.0;18.0
12500432;22.0;19.0
12522460;3.0;10.0
12542874;6.0;5.0
12561247;50.0;34.0
12604369;69.0;68.0
12611121;9.0;14.0
12791718;22.0;2.0
12829633;2.0;2.0
12853613;42.0;48.0
12952602;1.0;2.0
13000591;5.0;9.0
13093588;5.0;4.0
13131513;37.0;14.0
13157169;27.0;22.0
13158407;29.0;12.0
13205734;2.0;57.0
13274735;56.0;67.0
13284025;31.0;31.0
13284465;55.0;54.0
13317612;37.0;47.0
13350002;23.0;16.0
13361855;85.0;69.0
13416108;64.0;55.0
13525164;31.0;5.0
13607164;13.0;3.0
13766869;18.0;11.0
13784356;7.0;1.0
13829747;68.0;49.0
13831080;3.0;1.0
13837849;7.0;6.0
13843432;57.0;49.0
13858633;1.0;4.0
13885190;4.0;1.0
13914085;35.0;26.0
13962385;26.0;38.0
13998682;22.0;13.0
13999471;21.0;21.0
14014285;19.0;8.0
14029073;14.0;16.0
14107152;32.0;16.0
14112422;25.0;28.0
14167369;23.0;26.0
14168267;46.0;43.0
14180277;25.0;12.0
14216608;1.0;1.0
14237741;18.0;25.0
14237820;1.0;5.0
14247519;25.0;25.0
14248978;49.0;63.0
14261655;22.0;7.0
14296335;39.0;71.0
14320418;35.0;31.0
14341031;9.0;3.0
14406551;20.0;2.0
14419998;5.0;4.0
14524029;19.0;29.0
14535292;6.0;3.0
14538753;59.0;77.0
14555310;49.0;1.0
14569204;6.0;5.0
14570210;74.0;76.0
14607432;6.0;1.0
14612693;49.0;12.0
14613217;15.0;19.0
14613265;19.0;3.0
14688071;5.0;4.0
14724594;4.0;2.0
14787418;35.0;46.0
14809328;62.0;52.0
14811738;2.0;5.0
14831562;15.0;12.0
14831774;13.0;24.0
14856847;65.0;68.0
14869865;17.0;6.0
14884981;77.0;99.0
14887513;56.0;47.0
14946886;5.0;2.0
14992464;28.0;24.0
15008574;31.0;12.0
15037603;51.0;57.0
15041985;12.0;11.0
15043236;22.0;2.0
15058838;25.0;27.0
15111957;21.0;12.0
15197174;60.0;54.0
15260043;4.0;6.0
15288267;5.0;3.0
15312395;16.0;11.0
15321958;10.0;2.0
15329853;31.0;20.0
15330197;2.0;6.0
15363953;17.0;1.0
15542567;53.0;52.0
15642866;38.0;8.0
15646460;13.0;15.0
15648459;1.0;21.0
15706251;3.0;1.0
15803843;10.0;9.0
15951675;3.0;31.0
16026015;62.0;70.0
16166488;29.0;13.0
16259049;13.0;12.0
16288021;1.0;2.0
16289980;34.0;32.0
16315060;95.0;80.0
16491614;49.0;45.0
16491812;43.0;47.0
16673770;3.0;1.0
16826920;9.0;1.0
16929381;6.0;5.0
16934327;65.0;47.0
16947736;26.0;28.0
17195893;27.0;20.0
17282580;40.0;21.0
17302474;63.0;53.0
17331922;8.0;13.0
17347671;82.0;86.0
17383030;12.0;9.0
17404142;13.0;12.0
17497419;62.0;66.0
17655199;64.0;52.0
17683724;12.0;10.0
17703644;51.0;28.0
17714487;13.0;5.0
17733636;4.0;1.0
17734782;41.0;36.0
17738026;9.0;3.0
17767948;5.0;2.0
17849718;8.0;3.0
17878232;58.0;50.0
17891295;19.0;3.0
17906967;58.0;69.0
17911210;24.0;11.0
17994715;6.0;2.0
18034711;6.0;2.0
18058854;36.0;31.0
18063805;26.0;25.0
18273285;6.0;8.0
18339479;17.0;26.0
18357164;25.0;47.0
18359361;25.0;33.0
18397672;9.0;7.0
18487637;33.0;27.0
18504108;2.0;3.0
18527181;2.0;1.0
18581544;81.0;70.0
18617790;49.0;59.0
18638495;1.0;1.0
18657916;11.0;10.0
18688810;33.0;31.0
18733868;6.0;2.0
18735027;8.0;2.0
18736292;25.0;32.0
18769488;5.0;1.0
18858999;6.0;1.0
18878134;50.0;38.0
18879201;29.0;47.0
18894921;4.0;2.0
18897481;8.0;4.0
18913359;18.0;14.0
18933939;3.0;1.0
18949400;81.0;91.0
18972366;24.0;14.0
19000807;18.0;12.0
19014703;1.0;4.0
19019070;41.0;76.0
19055891;42.0;54.0
19070991;7.0;3.0
19085886;20.0;3.0
19118514;55.0;33.0
19120673;5.0;3.0
19138815;14.0;3.0
19199606;71.0;35.0
19208688;25.0;16.0
19250702;15.0;8.0
19251596;8.0;23.0
19271929;8.0;4.0
19298482;35.0;32.0
19332346;9.0;9.0
19388671;2.0;3.0
19434101;10.0;32.0
19471902;31.0;53.0
19555826;5.0;3.0
19627518;29.0;50.0
19664341;77.0;65.0
19697558;37.0;33.0
19722142;36.0;24.0
19744355;79.0;61.0
19792418;28.0;8.0
19805434;1.0;2.0
19862607;6.0;4.0
19866248;11.0;4.0
19879167;33.0;45.0
19893714;17.0;30.0
19925483;66.0;64.0
19931966;3.0;18.0
19946831;43.0;49.0
19949184;77.0;58.0
19984705;27.0;48.0
20073140;11.0;8.0
20088165;18.0;33.0
20095858;44.0;23.0
20136427;1.0;1.0
20215396;52.0;54.0
20216848;55.0;5.0
20235568;3.0;6.0
20359188;2.0;3.0
20361528;41.0;40.0
20426923;18.0;14.0
20434400;6.0;14.0
20457117;17.0;4.0
20536417;18.0;20.0
20623507;66.0;59.0
20694857;34.0;1.0
20698278;20.0;17.0
20699158;106.0;69.0
20726949;11.0;8.0
20747473;148.0;150.0
20798979;38.0;73.0
20864984;54.0;56.0
20873976;53.0;56.0
20887745;39.0;31.0
20900425;39.0;61.0
20913466;54.0;2.0
20913864;3.0;3.0
20980500;19.0;1.0
21011527;29.0;20.0
21100013;2.0;2.0
21112252;4.0;2.0
21137609;85.0;97.0
21140065;31.0;2.0
21163623;27.0;25.0
21188818;4.0;2.0
21239164;6.0;2.0
21250212;84.0;68.0
21264147;38.0;73.0
21281197;58.0;51.0
21298863;34.0;12.0
21363777;1.0;2.0
21391849;57.0;44.0
21409855;38.0;60.0
21412468;6.0;117.0
21412609;23.0;10.0
21455497;43.0;42.0
21462888;39.0;41.0
21487129;4.0;9.0
21527208;5.0;3.0
21532511;17.0;6.0
21549963;50.0;8.0
21567998;44.0;32.0
21569274;26.0;52.0
21577211;65.0;92.0
21581560;10.0;5.0
21701347;87.0;85.0
21752149;31.0;36.0
21813103;10.0;3.0
21853186;3.0;2.0
21879605;8.0;4.0
21908772;10.0;10.0
21912838;35.0;74.0
21949883;65.0;62.0
21984466;8.0;1.0
22032043;8.0;18.0
22036501;74.0;77.0
22059982;80.0;102.0
22143965;91.0;55.0
22162819;74.0;73.0
22226357;7.0;3.0
22231178;4.0;4.0
22251747;4.0;3.0
22292913;19.0;1.0
22295849;15.0;47.0
22298691;3.0;2.0
22298696;1.0;3.0
22310305;61.0;61.0
22324957;9.0;2.0
22326190;64.0;63.0
22377264;5.0;5.0
22389548;3.0;2.0
22519199;34.0;26.0
22551920;27.0;36.0
22573163;4.0;11.0
22587726;21.0;26.0
22618949;1.0;5.0
22631875;35.0;1.0
22659767;4.0;5.0
22659967;5.0;3.0
22696589;51.0;41.0
22698900;28.0;37.0
22702574;5.0;5.0
22718778;27.0;34.0
22729409;43.0;46.0
22735501;60.0;40.0
22850980;36.0;35.0
22851367;6.0;6.0
22905570;1.0;1.0
22925127;54.0;74.0
22938316;90.0;96.0
22943194;81.0;86.0
23002913;33.0;34.0
23020307;28.0;10.0
23065393;5.0;16.0
23111130;41.0;31.0
23121835;1.0;12.0
23125977;27.0;49.0
23126012;33.0;47.0
23144970;33.0;36.0
23172118;4.0;3.0
23218832;64.0;70.0
23231348;9.0;6.0
23238995;58.0;68.0
23241231;29.0;8.0
23274503;4.0;4.0
23310375;18.0;7.0
23393580;26.0;17.0
23432805;1.0;24.0
23481782;8.0;4.0
23482505;5.0;2.0
23482800;2.0;2.0
23485127;16.0;26.0
23487994;44.0;58.0
23502564;44.0;37.0
23507938;8.0;10.0
23519364;20.0;28.0
23528634;28.0;25.0
23546911;38.0;57.0
23547808;2.0;3.0
23563987;5.0;9.0
23583730;5.0;3.0
23631177;23.0;37.0
23667593;13.0;11.0
23672204;76.0;36.0
23800634;14.0;11.0
23822741;23.0;25.0
23862530;2.0;2.0
23916822;6.0;12.0
23949937;50.0;25.0
23976574;21.0;5.0
23976814;24.0;24.0
23981929;54.0;57.0
23991651;3.0;1.0
24024651;19.0;16.0
24088415;25.0;19.0
24119846;2.0;1.0
24140085;2.0;3.0
24160835;3.0;4.0
24167131;1.0;1.0
24183385;21.0;22.0
24253909;21.0;19.0
24265852;6.0;1.0
24310129;50.0;72.0
24313445;46.0;121.0
24358269;26.0;29.0
24379068;21.0;27.0
24379576;13.0;16.0
24413898;22.0;25.0
24455362;2.0;5.0
24474689;30.0;54.0
24501265;51.0;103.0
24503070;3.0;1.0
24528249;4.0;58.0
24559993;20.0;8.0
24646416;39.0;54.0
24671100;38.0;20.0
24738337;9.0;16.0
24756081;30.0;62.0
24784278;33.0;17.0
24809164;28.0;37.0
24832706;28.0;39.0
24835418;44.0;52.0
24886919;4.0;4.0
24890710;3.0;1.0
24896061;6.0;17.0
24918275;4.0;1.0
24920942;2.0;1.0
24946435;24.0;21.0
24961531;1.0;3.0
24972517;19.0;48.0
24993810;1.0;3.0
25074332;1.0;4.0
25076407;7.0;4.0
25087027;54.0;61.0
25102944;48.0;77.0
25109301;9.0;14.0
25142791;10.0;64.0
25157667;1.0;1.0
25166793;19.0;43.0
25168981;38.0;50.0
25181840;1.0;1.0
25193115;25.0;19.0
25193768;18.0;18.0
25234314;11.0;72.0
25264363;5.0;3.0
25270770;73.0;108.0
25314294;2.0;5.0
25352164;64.0;9.0
25352392;10.0;24.0
25369132;26.0;56.0
25514583;25.0;63.0
25549877;63.0;109.0
25584538;3.0;5.0
25670128;4.0;7.0
25670214;4.0;8.0
25731269;32.0;69.0
25749994;2.0;1.0
25750741;7.0;4.0
25752951;65.0;74.0
25811044;19.0;66.0
25831764;13.0;30.0
25895164;5.0;17.0
25915148;23.0;5.0
25943082;26.0;48.0
25947820;25.0;44.0
26007923;1.0;1.0
26034304;1.0;3.0
26043557;1.0;4.0
26058626;18.0;36.0
26127040;39.0;62.0
26191400;5.0;16.0
26193323;34.0;54.0
26235197;31.0;25.0
26284294;40.0;90.0
26295935;12.0;41.0
26306399;19.0;86.0
26312844;8.0;3.0
26356375;18.0;29.0
26367350;7.0;27.0
26396327;1.0;5.0
26459699;12.0;31.0
26473360;27.0;35.0
26497482;12.0;26.0
26501281;39.0;68.0
26503859;3.0;5.0
26524234;25.0;84.0
26532098;2.0;10.0
26574530;24.0;63.0
26608922;2.0;7.0
26641669;17.0;43.0
26755517;14.0;20.0
26755609;28.0;24.0
26779568;1.0;3.0
26788017;9.0;24.0
26790723;18.0;65.0
26801360;19.0;25.0
26846418;31.0;64.0
26870031;4.0;13.0
26872346;3.0;1.0
26905511;49.0;61.0
26928315;34.0;47.0
26945692;12.0;21.0
27030333;15.0;12.0
27054153;22.0;85.0
27057251;27.0;38.0
27112358;5.0;3.0
27133016;17.0;17.0
27138486;21.0;51.0
27201911;5.0;9.0
27265522;21.0;40.0
27377931;24.0;52.0
27393918;16.0;14.0
27399165;32.0;62.0
27508424;3.0;9.0
27530828;7.0;11.0
27557368;8.0;5.0
27614109;6.0;1.0
27662224;14.0;16.0
27706117;15.0;62.0
27740401;34.0;73.0
27759917;2.0;2.0
27791241;12.0;32.0
27833919;19.0;92.0
27849505;2.0;19.0
27875647;4.0;20.0
27880864;2.0;3.0
27900319;1.0;13.0
27903059;3.0;1.0
28049283;21.0;42.0
28053100;13.0;53.0
28154661;2.0;2.0
28256722;2.0;14.0
28318264;20.0;65.0
28331525;12.0;53.0
28334569;11.0;49.0
28335184;2.0;35.0
28390229;2.0;1.0
28412613;17.0;49.0
28443544;2.0;9.0
28444036;11.0;57.0
28583815;14.0;78.0
28674567;19.0;58.0
28718335;1.0;3.0
28722085;11.0;40.0
28722542;16.0;81.0
28740196;13.0;65.0
28760438;1.0;42.0
28873745;4.0;47.0
28910369;12.0;28.0
28955616;7.0;19.0
29015803;10.0;35.0
29131502;7.0;30.0
29149436;5.0;29.0
29158901;1.0;6.0
29177848;5.0;15.0
29184741;6.0;65.0
29238817;2.0;17.0
29244633;15.0;71.0
29266447;2.0;17.0
29279647;1.0;24.0
29393169;9.0;59.0
29548839;17.0;92.0
29686143;1.0;10.0
29736759;2.0;8.0
29778330;2.0;1.0
29830000;6.0;65.0
29998095;5.0;1.0
30014538;4.0;48.0
30017511;7.0;53.0
30112138;2.0;49.0
30204180;1.0;47.0
30204807;5.0;54.0
30207221;2.0;19.0
30213093;6.0;21.0
30318796;1.0;7.0
30346694;4.0;28.0
30487322;2.0;4.0
30502873;1.0;39.0
30532913;2.0;14.0
30559784;1.0;16.0
30589887;3.0;78.0
30689243;1.0;83.0
